,Prediction_Value,Lower_Bound_95,Upper_Bound_95,Lower_Bound_68,Upper_Bound_68,ID,EQUIPMENT_NO,VALUE
1523364,6792.9847926875,5139.9228151249999,8446.046770500001,5968.9581919375005,7617.0113935625013,1976562.0,21.0,6490.2060549999997
1523365,6844.7831821875006,5191.7212045000006,8497.8451597499989,6020.7565812500006,7668.8097830624993,1976568.0,21.0,6536.7993180000003
1523366,6905.2686548750007,5252.2066771874997,8558.3306323124998,6081.2420538124998,7729.2952555624997,1976634.0,21.0,6695.2388299999993
1523367,6939.9396174000003,5286.8731367333339,8593.0060980666676,6115.9107719333342,7763.9684630666688,1976640.0,21.0,6788.3045039999997
1523368,7018.7037781249992,5529.2419441875008,8508.1656122500008,6276.2293951875008,7761.1781613125013,1976706.0,21.0,6773.7868049999997
1523369,7047.0765547499996,5557.6147207499998,8536.5383887499993,6304.6021716249998,7789.5509378749994,1976712.0,21.0,6767.0708620000005
1523370,7058.3282695000007,5568.8664355000001,8547.7901035625,6315.8538863124986,7800.802652562501,1976778.0,21.0,6744.1465459999999
1523371,7088.779928533334,5600.4059780666666,8577.153878799998,6346.8478389333332,7830.7120179999993,1976784.0,21.0,6677.5057979999992
1523372,7109.127379312501,5610.1107214374997,8608.1440372500001,6361.8900596874983,7856.3646987499997,1976850.0,21.0,6829.199646
1523373,7102.5999473750007,5603.5832894374989,8601.6166052499993,6355.3626278124993,7849.8372668749998,1976856.0,21.0,6597.2369390000003
1523374,7106.9707018125009,5607.9540437500009,8605.987359625,6359.733382187499,7854.2080212499995,1976922.0,21.0,6615.5088510000005
1523375,7097.6997141874999,5598.6830562500008,8596.716371999999,6350.4623946874999,7844.9370338125,1976928.0,21.0,6776.3238529999999
1523376,7129.636590000001,5576.5309841764711,8682.7421958823525,6355.4367412352949,7903.8364388235286,1976994.0,21.0,6774.6813970000003
1523377,7131.7831187058819,5578.6775129411772,8684.8887245882343,6357.5832698823524,7905.9829674117655,1977000.0,21.0,6775.3332520000004
1523378,7148.6526209999984,5595.547015294117,8701.7582270588227,6374.4527721764707,7922.852469882353,1977066.0,21.0,6835.7352899999996
1523379,7154.2293609375001,5602.0071311874999,8706.451590749999,6380.4698619375004,7927.9888600625,1977072.0,21.0,6625.2948610000003
1523380,7238.242733117645,5542.7441165294113,8933.7413495882338,6393.0621042352941,8083.4233619999995,1977138.0,21.0,6752.8005379999995
1523381,7213.65443617647,5518.1558194705876,8909.1530526470597,6368.4738073529397,8058.8350648823525,1977144.0,21.0,6768.4274290000003
1523382,7196.937290352942,5501.4386737647073,8892.4359069411785,6351.7566615294108,8042.117919294119,1977210.0,21.0,6658.6634519999998
1523383,7163.7305387499991,5469.0749323124992,8858.3861451875,6318.9701377499987,8008.4909398125001,1977216.0,21.0,6552.9659110000002
1523384,7202.2758222352932,5529.9514275882348,8874.6002169411749,6368.6471954705876,8035.9044490000015,1977282.0,21.0,6821.5150750000003
1523385,7207.4742120000001,5535.149817235294,8879.7986065294099,6373.8455849999991,8041.1028385882346,1977288.0,21.0,6601.4174189999994
1523386,7218.1815811764718,5545.8571862352937,8890.505975764705,6384.5529543529419,8051.8102077647054,1977354.0,21.0,6698.3098150000005
1523387,7221.6685096874999,5549.3557034374999,8893.9813158750003,6388.0456594375,8055.2913598124996,1977360.0,21.0,6672.9901739999996
1523388,7179.8848822352938,5733.7144395882342,8626.0553250588237,6458.9906082941179,7900.779156352939,1977426.0,21.0,6676.7001349999991
1523389,7180.0987149411749,5733.9282721764694,8626.2691575882345,6459.2044408235288,7900.9929888823535,1977432.0,21.0,6657.3229369999999
1523390,7170.905253470587,5724.7348107647058,8617.0756962352953,6450.0109795294129,7891.7995276470592,1977498.0,21.0,6643.7012949999998
1523391,7167.9385256250016,5721.0786186250007,8614.7984325625002,6446.7005641875003,7889.1764870000006,1977504.0,21.0,6662.9628899999998
1523392,7144.5777315294117,5528.0154396470598,8761.1400234117627,6338.7456765294119,7950.4097864705891,1977570.0,21.0,6647.9450690000003
1523393,7124.5037822941167,5507.9414903529414,8741.0660742352957,6318.6717273529412,7930.3358372941184,1977576.0,21.0,6606.2464600000003
1523394,7112.5240144117643,5495.9617225882348,8729.0863063529414,6306.6919594705887,7918.3560694705893,1977642.0,21.0,6650.2178960000001
1523395,7095.6621694999985,5480.6701641250002,8710.6541748749987,6290.6128786874988,7900.7114601250005,1977648.0,21.0,6661.1093759999994
1523396,7053.8862420000005,5366.9130025294107,8740.8594816470577,6212.9553857647052,7894.817098411766,1977714.0,21.0,6592.8226930000001
1523397,6987.2412097058823,5300.2679701176457,8674.2144492352945,6146.3103535882346,7828.1720659411767,1977720.0,21.0,6636.4157110000006
1523398,6938.8838301176474,5251.9105906470577,8625.8570696470597,6097.9529740000016,7779.8146866470579,1977786.0,21.0,6438.8728329999994
1523399,6873.0165207499986,5185.2037050625004,8560.8293366875005,6031.6671481875001,7714.3658931875007,1977792.0,21.0,6490.4891360000001
1523400,6727.2357961176476,5111.2936970000001,8343.1778952941168,5921.7128980588241,7532.7586943529395,1977858.0,21.0,6384.8340150000004
1523401,6577.7298333529416,4961.7877341764697,8193.671932588235,5772.2069351176478,7383.2527316470596,1977864.0,21.0,6261.7716380000002
1523402,6447.2453330588241,4831.303233705883,8063.1874322352933,5641.7224348823538,7252.7682311176468,1977930.0,21.0,6240.26062
1523403,6352.0886595624988,4735.5018381874997,7968.6754809375007,5546.244377,7157.9329421875009,1977936.0,21.0,6176.2591869999997
1523405,5684.1721346470576,3874.5070165882353,7493.8372527058837,4782.0812172941169,6586.2630519411759,1978002.0,21.0,5526.7223219999996
1523406,5434.3052141176477,3624.6400960588244,7243.9703319999999,4532.2142965294115,6336.3961314705884,1978008.0,21.0,5126.8298350000005
1523407,5319.4700714375003,3508.1079305625008,7130.832212312499,4416.5332135625004,6222.4069293124994,1978074.0,21.0,5013.8137819999993
1523408,5099.9666811176467,3368.4404681764709,6831.4928940000009,4236.8268358823534,5963.1065263529408,1978080.0,21.0,4903.6387630000008
1523409,5014.13682382353,3282.6106108823533,6745.6630367647058,4150.9969785882349,5877.2766689999999,1978146.0,21.0,4923.9444579999999
1523410,4957.6926585294113,3226.1664455882355,6689.2188713529413,4094.5528131764704,5820.8325037647064,1978152.0,21.0,4793.8930659999996
1523411,4896.3781170000002,3162.4539544999998,6630.3022792499996,4032.04292975,5760.7133040624994,1978218.0,21.0,4511.3318779999991
1523412,4113.2401101176474,2522.4316115294118,5704.0486086470573,3320.2459347647055,4906.2342852941174,1978224.0,21.0,4321.9204389999995
1523413,3895.2394774117643,2304.4309787058824,5486.0479760588232,3102.2453020588241,4688.2336527647058,1978290.0,21.0,3591.3571159999997
1523414,3698.2120730588244,2107.403574411765,5289.0205715882357,2905.2178976470582,4491.2062484705884,1978296.0,21.0,3381.648072
1523415,3519.0623514374997,1927.3765939375007,5110.7481088749992,2725.6308756249996,4312.4938270624989,1978362.0,21.0,3290.2936399999999
1523416,3424.2438117647057,2447.8566700000006,4400.630953647058,2937.5294668823531,3910.9581565294116,1978368.0,21.0,3365.3334349999996
1523417,3397.0485597647062,2420.6614179999997,4373.4357015294127,2910.3342148823535,3883.7629046470588,1978434.0,21.0,3205.7929070000005
1523418,3367.9878519999997,2391.6007102352942,4344.3749938235296,2881.2735072352934,3854.7021970588235,1978440.0,21.0,3206.488006
1523419,3342.4337983750006,2364.8726694375,4319.9949271249998,2855.1342383750002,3829.7333582500005,1978506.0,21.0,3122.683884
1523420,3300.5239401764702,2522.3127806470588,4078.7350996470582,2912.5973499411766,3688.4505303529413,1978512.0,21.0,3073.7898399999995
1523421,3283.1341071764705,2504.9229478235297,4061.3452667058823,2895.2075168235297,3671.0606974705888,1978578.0,21.0,3112.6840809999999
1523422,3258.4873666470585,2480.2762071764701,4036.6985258823534,2870.5607764117649,3646.4139568235296,1978584.0,21.0,3133.3386230000001
1523423,3240.2367310625,2458.4709519375001,4022.0025101250008,2850.5382162500005,3629.9352458749995,1978650.0,21.0,3174.0791630000003
1523424,3147.8665095882352,2509.6509364705889,3786.0820824705879,2829.7256192352943,3466.0073998235289,1978656.0,21.0,3167.3008720000003
1523425,3125.7647080000002,2487.5491349999998,3763.9802812352937,2807.6238177058822,3443.9055982941172,1978722.0,21.0,3343.3901059999998
1523426,3092.1116095294115,2453.8960364705881,3730.3271825882352,2773.9707191764714,3410.2524997647065,1978728.0,21.0,3270.5000300000002
1523427,3066.0564855882358,2427.8409125882354,3704.2720588235288,2747.9155954117646,3384.1973760000001,1978794.0,21.0,3149.6393130000001
1523428,3020.1291889411768,2571.5306826470587,3468.7276955294119,2796.509562352941,3243.7488158235296,1978800.0,21.0,3158.181474
1523429,2976.9659524705885,2528.3674461764708,3425.5644589411763,2753.3463259411765,3200.5855791764702,1978866.0,21.0,3025.6439209999999
1523430,2933.8131834117648,2485.2146770000004,3382.411689705883,2710.1935567058822,3157.4328100588241,1978872.0,21.0,3136.7393179999995
1523431,2891.1176875882356,2442.5191812941171,3339.7161938823524,2667.498060882353,3114.7373144117655,1978938.0,21.0,3019.7861319999997
1523432,2876.9679062352943,2393.2626871764705,3360.6731252941177,2635.8481098235297,3118.0877025882355,1978944.0,21.0,2965.1852729999996
1523433,2873.8991463529414,2390.193927352941,3357.604365529412,2632.7793500588241,3115.018942764706,1979010.0,21.0,2849.2117449999996
1523434,2874.3401719411759,2390.6349528823525,3358.0453910000006,2633.2203755294122,3115.4599684117657,1979016.0,21.0,2898.3422700000006
1523435,2868.9287051764709,2385.2234861176471,3352.6339241764704,2627.8089087647058,3110.0485015294116,1979082.0,21.0,2855.3444679999998
1523436,2833.0318850000003,2106.2211561176468,3559.8426137647061,2470.7276383529415,3195.3361315882357,1979088.0,21.0,2843.1017770000003
1523437,2834.5514524117643,2107.7407237058828,3561.3621812352944,2472.2472060000005,3196.8556989411768,2321485.0,21.0,2751.0075074000001
1523438,2833.4609777647065,2106.6502490588236,3560.2717067647059,2471.1567313529413,3195.7652245294121,2321565.0,21.0,2763.2235414000002
1523439,2831.986034705882,2105.1753058823533,3558.7967635882351,2469.6817881176476,3194.2902814117651,2321385.0,21.0,2801.1353453999996
1523440,2772.6687291764711,1599.1826943529411,3946.1547640000003,2187.703542588235,3357.6339159411764,2321414.0,21.0,2814.2276458000001
1523441,2772.0841929411763,1598.5981582352942,3945.5702277058831,2187.1190062352939,3357.0493796470582,2321601.0,21.0,2776.6485749000003
1523442,2774.0801263529402,1600.5940915294113,3947.5661611764704,2189.1149395882348,3359.0453131764712,2321621.0,21.0,2888.5867462000006
1523443,2791.2400478823529,1617.7540131176472,3964.7260827647056,2206.2748611176467,3376.2052345882353,2321574.0,21.0,2969.3122559000003
1523444,2799.7315747058824,1107.933175764706,4491.5299737647056,1956.3954488823531,3643.0677007058825,2321382.0,21.0,2766.8151245000004
1523445,2814.029265529412,1122.2308665882351,4505.8276646470576,1970.6931395882352,3657.3653913529415,2321274.0,21.0,2912.4106293
1523446,2835.782604470588,1143.9842054117646,4527.5810034117649,1992.4464785294117,3679.1187302941175,2321280.0,21.0,2850.5754698999999
1523447,2849.7910415882352,1157.992642647059,4541.5894405882354,2006.4549158823531,3693.1271674705886,2321495.0,21.0,2939.0548096000002
1523448,3072.1122092352934,539.78283464117646,5604.4415835294121,1809.7839994117646,4334.4404188235294,2321558.0,21.0,2981.2655943999998
1523449,3451.0427279999999,918.71335339411758,5983.3721022941163,2188.7145182352942,4713.3709374705886,2321456.0,21.0,3277.7199098000001
1523450,3636.3661674117648,1104.0367929941176,6168.6955418823509,2374.0379577647063,4898.6943770588232,2321256.0,21.0,3532.1488036999999
1523451,3986.1549563529416,1453.8255820588236,6518.4843308235304,2723.8267467058818,5248.4831660000009,2321345.0,21.0,3825.7398985999994
1523452,5435.127353647059,3679.8548713529412,7190.3998361176482,4560.1503492941183,6310.1043581176473,2321238.0,21.0,4723.7617493999996
1523453,5662.1985951764709,3906.926112764706,7417.471077764706,4787.2215907058817,6537.1755995882349,2321543.0,21.0,5474.5934451000003
1523454,5855.8505458823538,4100.5780634705879,7611.1230282941178,4980.8735413529421,6730.8275502941187,2321415.0,21.0,5808.9975585000002
1523455,6010.6976227647046,4255.4251404705883,7765.9701053529398,5135.7206185882351,6885.6746272941164,2321268.0,21.0,5973.9679563000009
1523456,6114.3390674117645,4338.6664384117639,7890.011696235294,5229.1928959999996,6999.4852388823538,2321573.0,21.0,5948.9746403999998
1523457,6209.2398223529408,4433.5671934705879,7984.9124511764712,5324.0936509411758,7094.3859937647057,2321465.0,21.0,6117.4657592999993
1523458,6322.8993704705881,4547.2267414117659,8098.5719994117644,5437.7531989411764,7208.0455417058838,2321256.0,21.0,6167.5523073000004
1523459,6425.8971640588234,4650.2245348823517,8201.569792764707,5540.7509924117649,7311.043335235292,2321562.0,21.0,6162.4155881999995
1523460,6562.2585706470581,4935.4452679411752,8189.0718731764728,5751.3165405882355,7373.2006007058826,2321371.0,21.0,6251.4606323999997
1523461,6594.1260154117654,4967.3127127647049,8220.9393180000006,5783.1839854705877,7405.0680455882357,2321588.0,21.0,6367.0624380999998
1523462,6645.1883152352948,5018.3750124117651,8272.0016176470599,5834.2462850588236,7456.1303450588239,2321356.0,21.0,6400.7813723999998
1523463,6693.8068032941164,5066.9935005882362,8320.6201058235292,5882.864773117647,7504.7488331176492,1979154.0,21.0,6555.2889999999989
1523464,6757.2043557647048,5305.2624257647049,8209.1462855882364,6033.4330818235285,7480.9756295294119,1979160.0,21.0,6645.2871089999999
1523465,6768.4080698235293,5316.4661398235303,8220.3499997647068,6044.6367959999998,7492.1793435294121,1979226.0,21.0,6589.3707280000008
1523466,6795.3729192941173,5343.4309893529407,8247.3148493529407,6071.6016455294121,7519.144193294117,1979232.0,21.0,6479.317994
1523467,6804.3112058235292,5352.369275941177,8256.2531358823544,6080.5399320000006,7528.0824797647047,1979298.0,21.0,6564.9154059999992
1523468,6798.175307235294,5341.5359976470581,8254.8146168235289,6072.0624601176469,7524.288154352942,1979304.0,21.0,6667.7315070000004
1523469,6785.7565741176468,5329.1172643529417,8242.3958837058835,6059.6437269411763,7511.8694211764714,1979370.0,21.0,6598.0834350000005
1523470,6792.3716719411768,5335.7323623529419,8249.0109817647062,6066.2588248823531,7518.484519058823,1979376.0,21.0,6657.5654910000003
1523471,6787.8670961176476,5331.2277867647053,8244.5064058823536,6061.7542489999996,7513.9799431764714,1979442.0,21.0,6724.0169080000005
1523472,6824.7771258823514,5276.830307588235,8372.7239442352929,6053.1488552941182,7596.4053964705872,1979448.0,21.0,6709.4401239999997
1523473,6825.2936418823529,5277.3468232941177,8373.2404599411766,6053.665371176472,7596.9219124705878,1979514.0,21.0,6691.8536380000005
1523474,6820.9631731764712,5273.0163548823539,8368.9099914705876,6049.3349026470578,7592.5914437647061,1979520.0,21.0,6672.9616689999993
1523475,6812.7837284705884,5264.8369101176468,8360.7305467058814,6041.1554578823525,7584.4119990588242,1979586.0,21.0,6581.8320910000002
1523476,6828.419010058823,5121.8991690588227,8534.9388512352944,5977.7444661176478,7679.0935541176468,1979592.0,21.0,6672.942016
1523477,6811.3499805882348,5104.8301394705877,8517.8698219411763,5960.6754368823531,7662.0245245882334,1979676.0,21.0,6756.4274280000009
1523478,6780.7776572352941,5074.2578161176461,8487.2974985294131,5930.1031134117648,7631.4522012352936,1979682.0,21.0,6545.6397100000013
1523479,6755.4962502352946,5048.9764088823513,8462.0160912941174,5904.8217062352942,7606.170794058824,1979766.0,21.0,6597.8041369999992
1523480,6810.9581021176473,5123.0629609411762,8498.8532432941174,5969.5676917058818,7652.3485125294119,1979772.0,21.0,6616.1681520000002
1523481,6818.7576788235292,5130.8625376470582,8506.6528199999993,5977.3672684705898,7660.1480892941172,1979838.0,21.0,6611.4337149999992
1523482,6823.6996522352938,5135.8045111176471,8511.5947935882341,5982.3092418823517,7665.0900627647061,1979844.0,21.0,6726.0142219999998
1523483,6831.0781734117645,5143.1830322941169,8518.9733147058814,5989.6877631764719,7672.4685840000002,1979910.0,21.0,6600.7951069999999
1523484,6780.1138574705883,5244.6854497647055,8315.5422652352936,6014.7258270000011,7545.5018881764709,1979916.0,21.0,6528.6311639999994
1523485,6783.3944018823531,5247.9659941764703,8318.8228096470575,6018.006371235293,7548.7824325882357,1979982.0,21.0,6583.2296129999995
1523486,6772.4523915882364,5237.023983764705,8307.8807992941183,6007.0643608235305,7537.8404221764713,1979988.0,21.0,6572.0977779999994
1523487,6769.8808479999989,5234.4524403529413,8305.3092559999986,6004.4928173529406,7535.268878647059,1980054.0,21.0,6517.2156370000002
1523488,6718.403642588235,5072.3437011764699,8364.463584000001,5897.8674517058826,7538.9398333529407,1980060.0,21.0,6646.6519159999998
1523490,6697.9152196470586,5051.8552780588234,8343.9751610000003,5877.3790288823529,7518.4514102941175,1980126.0,21.0,6435.284576
1523491,6683.2116067647057,5037.1516654117659,8329.2715479999988,5862.6754158823533,7503.7477974705889,1980132.0,21.0,6495.3393560000004
1523492,6601.0884086470605,4880.3531440588222,8321.823672999999,5743.3276892352942,7458.8491278235288,1980198.0,21.0,6483.5968319999993
1523493,6552.0625035294124,4831.3272392352937,8272.7977680588228,5694.3017842941181,7409.823222941176,1980204.0,21.0,6548.1228639999999
1523494,6499.5735921111127,4768.6453142222217,8230.5018700000001,5636.7318084444441,7362.4153756111109,1980270.0,21.0,6471.6346440000007
1523495,6453.0772184736843,4713.7486911578962,8192.4057455263155,5586.0480365263165,7320.1064002631574,1980276.0,21.0,6279.108764999999
1523496,6422.5854795263158,4674.7866384736835,8170.3843207894752,5551.3339731052629,7293.8369859473696,1980342.0,21.0,6503.8754259999996
1523497,6305.4179828421056,4557.6191416315787,8053.2168238421054,5434.1664764736843,7176.669489210527,1980348.0,21.0,6389.6131599999999
1523498,6214.543700842105,4466.744859736842,7962.3425420526301,5343.2921946315792,7085.795207263157,1980414.0,21.0,6063.9369510000006
1523499,6096.5409525789464,4348.7421114210538,7844.3397935789471,5225.2894462631584,6967.792458894738,1980420.0,21.0,6083.1805719999993
1523500,5751.8679198421041,3890.029357105263,7613.7064823157916,4823.7693227894752,6679.966516736843,1980486.0,21.0,6063.7143859999996
1523501,5457.8887265789481,3596.0501638421051,7319.7272891052635,4529.7901294210524,6385.9873233157905,1980492.0,21.0,5372.3905949999998
1523502,5276.3611898947356,3414.5226271578949,7138.1997523684204,4348.2625929999995,6204.4597868421042,1980558.0,21.0,5103.7191779999994
1523503,5115.3058473888896,3249.3381187222221,6981.2735760000005,4185.1489231666665,6045.4627716666655,1980564.0,21.0,4799.1600960000005
1523504,4853.3361375789473,3071.211924421053,6635.4603508947366,3964.9739482105269,5741.698327000001,1980630.0,21.0,4594.2692710000001
1523505,4818.0668112631574,3035.9425979473685,6600.1910245263171,3929.7046218421056,5706.4290007894742,1980636.0,21.0,4597.7408450000003
1523506,4753.0360508421054,2970.9118376842107,6535.1602641578947,3864.6738613684206,5641.3982403684213,1980702.0,21.0,4555.6560980000004
1523507,4649.9803496111099,2865.8986185555559,6434.062080611111,3760.6423668333341,5539.3183322222212,1980708.0,21.0,4416.0082090000005
1523508,4043.5682995263164,2472.515254105263,5614.6213446315787,3260.4219214210525,4826.714677578947,1980774.0,21.0,4401.2526390000003
1523509,3784.747059789474,2213.6940145263156,5355.8001051052624,3001.6006817368416,4567.893438000001,1980780.0,21.0,3647.7015220000003
1523510,3600.5613955263152,2029.5083502631576,5171.6144406842104,2817.4150173684206,4383.7077737368418,1980846.0,21.0,3318.7065590000002
1523511,3437.0325807777781,1867.0406020555554,5007.0245593333329,2654.415128333334,4219.6500330555555,1980852.0,21.0,3376.9537949999994
1523512,3381.1174061052629,2420.4002245263155,4341.8345879473691,2902.2143013157897,3860.0205109999997,1980918.0,21.0,3367.250579
1523513,3352.7193624210531,2392.0021807368425,4313.4365440526317,2873.8162573157888,3831.6224670526317,1980924.0,21.0,3217.4280079999999
1523514,3327.7491641052629,2367.0319823157902,4288.4663457368415,2848.8460592105257,3806.6522689473686,1980990.0,21.0,3178.8622290000008
1523515,3301.5798501111112,2340.2980013333331,4262.8616986666666,2822.3952671111115,3780.7644328888887,1980996.0,21.0,3260.9259189999998
1523516,3241.314880105263,2569.2610125263154,3913.368747631579,2906.3061075789469,3576.3236526842097,1981062.0,21.0,3223.2270809999995
1523517,3225.3864929473684,2553.3326254210524,3897.440360526316,2890.3777203684213,3560.395265473684,1981068.0,21.0,3028.0874940000003
1523518,3208.3246223157889,2536.2707547368423,3880.3784897894743,2873.3158497368418,3543.3333948947366,1981134.0,21.0,3058.7267449999999
1523519,3192.8843222777778,2523.8169260555555,3861.951718166667,2859.3642609444446,3526.4043834444446,1981140.0,21.0,3107.2691799999993
1523520,3174.7624904210525,2501.9485534736841,3847.5764272631582,2839.3748347894739,3510.150146052632,1981206.0,21.0,3079.1513839999998
1523521,3151.8943364210527,2479.080399631579,3824.7082732105259,2816.5066807368416,3487.2819919473682,1981212.0,21.0,3162.5315250000003
1523522,3124.2196483157886,2451.4057115789478,3797.0335850526308,2788.8319926315785,3459.6073041578943,1981278.0,21.0,3030.7982480000001
1523523,3095.2436918947369,2422.4297550526317,3768.0576286842102,2759.8560363157899,3430.6313476315786,1981284.0,21.0,3124.1955109999994
1523524,3022.2960095263156,2534.5630570526318,3510.0289619473679,2779.1684485263163,3265.423570631579,1981350.0,21.0,2976.1639409999998
1523525,2982.1968136315786,2494.4638613157899,3469.9297661052638,2739.0692525789477,3225.3243746315798,1981356.0,21.0,2932.8110800000004
1523526,2942.858619526316,2455.1256669999998,3430.5915718421047,2699.7310585263162,3185.9861805789474,1981422.0,21.0,2870.6226350000002
1523527,2902.9450785789468,2415.2121262105261,3390.6780309473688,2659.8175174210523,3146.0726397368421,1981428.0,21.0,2883.4540870000001
1523528,2864.1272194736844,2375.2341584210526,3353.020280368421,2620.4213618421054,3107.8330770526313,1981494.0,21.0,2677.4547429999998
1523529,2861.1087512105264,2372.2156903684213,3350.001812052632,2617.4028934736839,3104.8146089473685,1981500.0,21.0,2727.8352190000001
1523530,2859.0860125789472,2370.1929516315786,3347.9790733157897,2615.3801547894736,3102.7918701578947,1981566.0,21.0,2721.6118160000001
1523531,2860.0485587894736,2371.1554980000001,3348.9416197368423,2616.3427011578947,3103.7544165263157,1981572.0,21.0,2659.9524230000002
1523532,2802.4935523157897,2032.1282693157896,3572.8588354210528,2418.478013631579,3186.5090909473683,1981638.0,21.0,2906.283355
1523533,2795.3136354117642,2101.1576877058824,3489.4695830588239,2449.2873074705881,3141.3399631176471,1981644.0,21.0,2759.0457470000001
1523534,2793.5169084705885,2099.3609609411769,3487.6728561176469,2447.4905805294115,3139.5432364117655,1981710.0,21.0,2824.4228509999998
1523535,2793.9554248235295,2099.7994771176468,3488.1113724117654,2447.9290967647057,3139.9817527647065,1981716.0,21.0,2784.2567130000002
1523536,2767.8891897058825,1597.4681413529413,3938.3102380588234,2184.4518528235299,3351.3265265294117,1981782.0,21.0,2666.6428980000001
1523537,2768.6101901176471,1598.1891417647059,3939.0312384117656,2185.1728531176468,3352.0475269999997,1981788.0,21.0,2561.9233240000003
1523538,2781.9863542941175,1611.5653061176472,3952.4074025882351,2198.5490172941172,3365.4236912352944,1981854.0,21.0,2786.195862
1523539,2791.0730000000003,1620.6519515882353,3961.4940482352936,2207.6356630588234,3374.5103368235291,1981860.0,21.0,2705.3593439999995
1523540,2758.510941235294,1059.9404481764705,4457.0814342941185,1911.7990281764705,3605.2228543529413,1981926.0,21.0,2822.3713540000003
1523541,2807.7939261764709,1109.2234330000001,4506.3644192352949,1961.0820130000002,3654.5058393529412,1981932.0,21.0,2726.9584970000001
1523542,2816.730125235295,1118.1596320000003,4515.3006182352929,1970.0182118823529,3663.4420383529405,1981998.0,21.0,2678.9530949999998
1523543,2853.5605108823529,1154.990017764706,4552.1310038823522,2006.848597647059,3700.2724240588241,1982004.0,21.0,2773.9122929999999
1523544,2931.361874294118,401.55308687647056,5461.1706616470574,1670.2901394705884,4192.4336091764708,1982070.0,21.0,2869.1562049999998
1523545,3196.1963146470589,666.38752731176476,5726.0051020588226,1935.1245799411763,4457.2680495294117,1982076.0,21.0,2905.3240189999997
1523546,3430.6098222941173,900.80103482941161,5960.418609588236,2169.5380874705884,4691.6815568823531,1982142.0,21.0,2964.2481840000005
1523547,3670.349368764706,1140.5405813529412,6200.1581561176472,2409.2776339411762,4931.4211034705877,1982148.0,21.0,3112.9101880000003
1523548,5205.7453545882354,3423.2748811176471,6988.2158280588228,4317.2105597058817,6094.2801495294125,1982214.0,21.0,3888.8045040000006
1523549,5479.734205529413,3697.2637320588228,7262.204679235294,4591.1994105882359,6368.269000588235,1982220.0,21.0,4524.6248779999996
1523550,5648.386105999999,3865.9156322352937,7430.8565792941181,4759.8513108823518,6536.9209008823527,1982286.0,21.0,4855.3912049999999
1523551,5777.3502965882344,3994.8798232352933,7559.8207701176461,4888.8155015294105,6665.8850915294124,1982292.0,21.0,5190.3662109999996
1523552,5806.7839912352947,3992.737791,7620.830191470588,4902.5091702352929,6711.0588124117648,1982358.0,21.0,5226.8386839999994
1523553,5912.768847117648,4098.7226468823528,7726.815047470589,5008.4940260588228,6817.0436682941163,1982364.0,21.0,5354.200988999999
1523554,6024.4049419411767,4210.358741764705,7838.4511421176467,5120.1301208235291,6928.6797631176469,1982430.0,21.0,5365.157013
1523555,6144.4706384705878,4330.4244384117646,7958.5168388823531,5240.1958175294112,7048.7454597058841,1982436.0,21.0,5492.8653249999998
1523556,6266.9686945294125,4624.5853101176481,7909.3520790588245,5448.2652122352938,7085.6721768823527,1982502.0,21.0,5583.3718559999998
1523557,6323.7617210588232,4681.3783367058813,7966.1451057058821,5505.0582388823532,7142.4652033529401,1982508.0,21.0,5584.8020329999999
1523558,6380.3949018235289,4738.0115172352935,8022.7782861764699,5561.6914194705887,7199.0983840588233,1982574.0,21.0,5501.3806750000003
1523559,6414.7871708823532,4772.4037864117645,8057.1705554705886,5596.083688529412,7233.490653352942,1982580.0,21.0,5649.9564219999993
1523560,6471.9809720526318,4968.3778483157885,7975.5840958947374,5722.4573680000003,7221.5045761052643,1982646.0,21.0,5855.2430419999991
1523561,6484.7223922631583,4981.1192684736852,7988.3255161578936,5735.1987883684224,7234.2459964210511,1982652.0,21.0,5817.5289620000012
1523562,6491.2222431578939,4987.6191194210523,7994.8253669473679,5741.6986391052633,7240.7458472631588,1982718.0,21.0,5789.3561709999994
1523563,6483.66913431579,4980.066010631579,7987.2722583157902,5734.1455303684206,7233.192738315789,1982724.0,21.0,5842.2016589999994
1523564,6526.9105651578957,5019.9472082105267,8033.8739220526322,5775.7119351052652,7278.1091948947378,1982790.0,21.0,5704.4110719999999
1523565,6521.3451510526329,5014.3817941052612,8028.3085078421054,5770.1465211578943,7272.5437807894732,1982796.0,21.0,5832.7892460000012
1523566,6528.9084670000002,5021.9451100000006,8035.8718238421061,5777.7098371052625,7280.1070967368432,1982862.0,21.0,5749.9090580000002
1523567,6526.3554262631578,5019.3920692631573,8033.3187830526304,5775.1567963157895,7277.5540559999999,1982868.0,21.0,5840.4195250000002
1523568,6575.5863478947358,4982.6781235263161,8168.4945724210529,5781.545490736843,7369.6272050526322,1983006.0,21.0,5825.5925289999996
1523569,6592.0950984210531,4999.1868740526324,8185.0033229473693,5798.0542413157891,7386.1359556315801,1983012.0,21.0,5763.4342959999994
1523570,6585.042380315791,4992.1341558421054,8177.9506046842098,5791.001523105263,7379.0832374210513,1983078.0,21.0,5967.5621330000004
1523571,6576.1513225263161,4983.2430981578955,8169.0595468947367,5782.110465315789,7370.1921797368423,1983084.0,21.0,5795.9756769999995
1523572,6603.3900300526311,4843.3408548947373,8363.4392051578961,5726.0319160526315,7480.7481440000029,1983150.0,21.0,6115.5829460000004
